epoch,iteration,elpased_time
0,1,3.5094377994537354
0,2,2.4044134616851807
0,3,2.0251893997192383
0,4,2.3543291091918945
0,5,2.325251340866089
0,6,2.165928840637207
0,7,2.3367724418640137
0,8,2.3286256790161133
0,9,2.266056537628174
0,10,2.2615554332733154
0,11,2.136812925338745
0,12,2.2905004024505615
0,13,2.1903951168060303
0,14,2.2191734313964844
0,15,2.1263954639434814
0,16,2.3402655124664307
0,17,2.4188294410705566
0,18,2.5644047260284424
0,19,2.0914926528930664
0,20,2.1445281505584717
0,21,2.104523181915283
0,22,2.2676308155059814
0,23,2.3854448795318604
0,24,2.0639872550964355
0,25,2.3045601844787598
0,26,2.140293598175049
0,27,1.956263542175293
0,28,2.305208206176758
0,29,2.0570175647735596
0,30,1.9999182224273682
0,31,1.8529260158538818
0,32,1.8378620147705078
0,33,2.150148391723633
0,34,1.9616947174072266
0,35,1.9430828094482422
0,36,1.801004409790039
0,37,2.0619730949401855
0,38,1.8983161449432373
0,39,2.0660669803619385
0,40,1.9472477436065674
